Species	Lineage.final	Lineage.final.old	Domain
Lactobacillus brevis KB290	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus brevis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus buchneri CD034	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus buchneri NRRL B30929	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus casei BDII	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus casei BL23	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus casei LC2W	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus casei LOCK919	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus casei W56	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus crustorum	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus curvatus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus delbrueckii subsp bulgaricus 2038	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus delbrueckii subsp bulgaricus ND02	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus delbrueckii subsp bulgaricus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus delbrueckii subsp lactis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus fermentum 3872	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus fermentum F6	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus fermentum IFO 3956	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus fermentum	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus gallinarum	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus gasseri ATCC 33323 JCM 1131	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus ginsenosidimutans	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus heilongjiangensis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus helveticus H10	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus helveticus R0052	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus helveticus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus hokkaidonensis JCM 18461	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus jensenii	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus johnsonii DPC 6026	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus johnsonii FI9785	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus johnsonii N62	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus johnsonii NCC 533	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus johnsonii	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus kefiranofaciens ZW3	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus koreensis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus kunkeei	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus lindneri	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus mucosae LM1	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus oris	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus parabuchneri	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus paracasei ATCC 334	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus paracasei N1115	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus paracasei subsp paracasei 87002	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus paracasei subsp paracasei JCM 8130	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus paracasei	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus paracollinoides	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus paraplantarum	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus plantarum WCFS1	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus plantarum ZJ316	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus plantarum subsp plantarum P8	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus plantarum	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus reuteri I5007	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus reuteri SD2112	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus reuteri TD1	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus reuteri	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus rhamnosus ATCC 8530	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus rhamnosus GG	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus rhamnosus LOCK900	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus rhamnosus LOCK908	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus rhamnosus Lc 705	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus ruminis ATCC 27782	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus sakei subsp sakei 23K	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus salivarius CECT 5713	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus salivarius UCC118	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus salivarius str Ren	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus salivarius	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus sanfranciscensis TMW 11304	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus sp WiKim39	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactobacillus sp wkB8	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactococcus garvieae ATCC 49156	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactococcus garvieae Lg2	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactococcus lactis subsp cremoris A76	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactococcus lactis subsp cremoris NZ9000	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactococcus lactis subsp lactis Il1403	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactococcus lactis subsp lactis KLDS 40325	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactococcus lactis subsp lactis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lactococcus piscium MKFS47	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lentibacillus amyloliquefaciens	bacteria>firmicutes	bacteria>firmicutes	bacteria
Leuconostoc carnosum JB16	bacteria>firmicutes	bacteria>firmicutes	bacteria
Leuconostoc citreum KM20	bacteria>firmicutes	bacteria>firmicutes	bacteria
Leuconostoc garlicum	bacteria>firmicutes	bacteria>firmicutes	bacteria
Leuconostoc gelidum JB7	bacteria>firmicutes	bacteria>firmicutes	bacteria
Leuconostoc gelidum subsp gasicomitatum KG161	bacteria>firmicutes	bacteria>firmicutes	bacteria
Leuconostoc gelidum subsp gasicomitatum LMG 18811	bacteria>firmicutes	bacteria>firmicutes	bacteria
Leuconostoc kimchii IMSNU 11154	bacteria>firmicutes	bacteria>firmicutes	bacteria
Leuconostoc lactis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Leuconostoc mesenteroides KFRIMG	bacteria>firmicutes	bacteria>firmicutes	bacteria
Leuconostoc mesenteroides subsp mesenteroides ATCC 8293	bacteria>firmicutes	bacteria>firmicutes	bacteria
Leuconostoc mesenteroides subsp mesenteroides J18	bacteria>firmicutes	bacteria>firmicutes	bacteria
Leuconostoc mesenteroides subsp suionicum	bacteria>firmicutes	bacteria>firmicutes	bacteria
Leuconostoc mesenteroides	bacteria>firmicutes	bacteria>firmicutes	bacteria
Leuconostoc sp C2	bacteria>firmicutes	bacteria>firmicutes	bacteria
Limnochorda pilosa	bacteria>firmicutes	bacteria>firmicutes	bacteria
Listeria innocua Clip11262	bacteria>firmicutes	bacteria>firmicutes	bacteria
Listeria ivanovii WSLC3009	bacteria>firmicutes	bacteria>firmicutes	bacteria
Listeria ivanovii subsp ivanovii PAM 55	bacteria>firmicutes	bacteria>firmicutes	bacteria
Listeria ivanovii subsp ivanovii	bacteria>firmicutes	bacteria>firmicutes	bacteria
Listeria ivanovii subsp londoniensis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Listeria monocytogenes 6179	bacteria>firmicutes	bacteria>firmicutes	bacteria
Listeria monocytogenes EGDe	bacteria>firmicutes	bacteria>firmicutes	bacteria
Listeria monocytogenes N531	bacteria>firmicutes	bacteria>firmicutes	bacteria
Listeria monocytogenes	bacteria>firmicutes	bacteria>firmicutes	bacteria
Listeria seeligeri serovar 12b str SLCC3954	bacteria>firmicutes	bacteria>firmicutes	bacteria
Listeria welshimeri serovar 6b str SLCC5334	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lysinibacillus fusiformis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lysinibacillus sphaericus C341	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lysinibacillus sphaericus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Lysinibacillus varians	bacteria>firmicutes	bacteria>firmicutes	bacteria
Macrococcus caseolyticus JCSC5402	bacteria>firmicutes	bacteria>firmicutes	bacteria
Mageeibacillus indolicus UPII95	bacteria>firmicutes	bacteria>firmicutes	bacteria
Mahella australiensis 501 BON	bacteria>firmicutes	bacteria>firmicutes	bacteria
Marinilactibacillus sp 15R	bacteria>firmicutes	bacteria>firmicutes	bacteria
Megasphaera elsdenii 1414	bacteria>firmicutes	bacteria>firmicutes	bacteria
Melissococcus plutonius DAT561	bacteria>firmicutes	bacteria>firmicutes	bacteria
Melissococcus plutonius S1	bacteria>firmicutes	bacteria>firmicutes	bacteria
Moorella thermoacetica ATCC 39073	bacteria>firmicutes	bacteria>firmicutes	bacteria
Moorella thermoacetica	bacteria>firmicutes	bacteria>firmicutes	bacteria
Natranaerobius thermophilus JWNMWNLF	bacteria>firmicutes	bacteria>firmicutes	bacteria
Novibacillus thermophilus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Oceanobacillus iheyensis HTE831	bacteria>firmicutes	bacteria>firmicutes	bacteria
Oenococcus oeni PSU1	bacteria>firmicutes	bacteria>firmicutes	bacteria
Oscillibacter valericigenes Sjm1820	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus beijingensis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus borealis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus bovis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus durus ATCC 35681	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus durus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus graminis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus larvae subsp larvae DSM 25430	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus larvae subsp larvae	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus mucilaginosus 3016	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus mucilaginosus K02	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus mucilaginosus KNP414	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus naphthalenovorans	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus odorifer	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus peoriae	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus polymyxa M1	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus polymyxa SC2	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus polymyxa SQR21	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus polymyxa	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus riograndensis SBR5	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus sabinae T27	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus sp FSL H70357	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus sp FSL P40081	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus sp FSL R50912	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus sp JDR2	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus sp Y412MC10	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus stellifer	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus swuensis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus terrae HPL003	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus xylanexedens	bacteria>firmicutes	bacteria>firmicutes	bacteria
Paenibacillus yonginensis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Parageobacillus thermoglucosidans	bacteria>firmicutes	bacteria>firmicutes	bacteria
Parageobacillus thermoglucosidasius C56YS93	bacteria>firmicutes	bacteria>firmicutes	bacteria
Parvimonas micra	bacteria>firmicutes	bacteria>firmicutes	bacteria
Pediococcus acidilactici	bacteria>firmicutes	bacteria>firmicutes	bacteria
Pediococcus claussenii ATCC BAA344	bacteria>firmicutes	bacteria>firmicutes	bacteria
Pediococcus claussenii	bacteria>firmicutes	bacteria>firmicutes	bacteria
Pediococcus damnosus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Pediococcus pentosaceus ATCC 25745	bacteria>firmicutes	bacteria>firmicutes	bacteria
Pediococcus pentosaceus SL4	bacteria>firmicutes	bacteria>firmicutes	bacteria
Pediococcus pentosaceus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Pelosinus fermentans JBW45	bacteria>firmicutes	bacteria>firmicutes	bacteria
Pelosinus sp UFO1	bacteria>firmicutes	bacteria>firmicutes	bacteria
Pelotomaculum thermopropionicum SI	bacteria>firmicutes	bacteria>firmicutes	bacteria
Peptoclostridium acidaminophilum DSM 3953	bacteria>firmicutes	bacteria>firmicutes	bacteria
Peptoniphilus sp ING2D1G	bacteria>firmicutes	bacteria>firmicutes	bacteria
Planococcus antarcticus DSM 14505	bacteria>firmicutes	bacteria>firmicutes	bacteria
Planococcus donghaensis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Planococcus halocryophilus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Planococcus kocurii	bacteria>firmicutes	bacteria>firmicutes	bacteria
Planococcus maritimus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Planococcus plakortidis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Planococcus rifietoensis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Planococcus sp L1015	bacteria>firmicutes	bacteria>firmicutes	bacteria
Planococcus sp PAMC 21323	bacteria>firmicutes	bacteria>firmicutes	bacteria
Roseburia hominis A2183	bacteria>firmicutes	bacteria>firmicutes	bacteria
Ruminiclostridium sp KB18	bacteria>firmicutes	bacteria>firmicutes	bacteria
Ruminiclostridium thermocellum AD2	bacteria>firmicutes	bacteria>firmicutes	bacteria
Ruminiclostridium thermocellum ATCC 27405	bacteria>firmicutes	bacteria>firmicutes	bacteria
Ruminiclostridium thermocellum DSM 1313	bacteria>firmicutes	bacteria>firmicutes	bacteria
Ruminiclostridium thermocellum DSM 2360	bacteria>firmicutes	bacteria>firmicutes	bacteria
Ruminococcus albus 7 DSM 20455	bacteria>firmicutes	bacteria>firmicutes	bacteria
Ruminococcus bicirculans	bacteria>firmicutes	bacteria>firmicutes	bacteria
Rummeliibacillus stabekisii	bacteria>firmicutes	bacteria>firmicutes	bacteria
Salimicrobium jeotgali	bacteria>firmicutes	bacteria>firmicutes	bacteria
Salinicoccus halodurans	bacteria>firmicutes	bacteria>firmicutes	bacteria
Selenomonas ruminantium subsp lactilytica TAM6421	bacteria>firmicutes	bacteria>firmicutes	bacteria
Selenomonas sp oral taxon 136	bacteria>firmicutes	bacteria>firmicutes	bacteria
Selenomonas sp oral taxon 478	bacteria>firmicutes	bacteria>firmicutes	bacteria
Selenomonas sp oral taxon 920	bacteria>firmicutes	bacteria>firmicutes	bacteria
Selenomonas sputigena ATCC 35185	bacteria>firmicutes	bacteria>firmicutes	bacteria
Solibacillus silvestris StLB046	bacteria>firmicutes	bacteria>firmicutes	bacteria
Solibacillus silvestris	bacteria>firmicutes	bacteria>firmicutes	bacteria
Sporosarcina psychrophila	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcaceae bacterium S31	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus agnetis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus argenteus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus aureus subsp aureus NCTC 8325	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus aureus subsp aureus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus aureus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus capitis subsp capitis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus carnosus subsp carnosus TM300	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus carnosus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus cohnii	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus condimenti	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus epidermidis ATCC 12228	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus epidermidis PM221	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus epidermidis RP62A	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus epidermidis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus equorum	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus haemolyticus JCSC1435	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus haemolyticus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus hyicus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus lugdunensis HKU0901	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus lugdunensis N920143	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus lugdunensis	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus pasteuri SP1	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus pseudintermedius ED99	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus pseudintermedius HKU1003	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus pseudintermedius	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus saprophyticus subsp saprophyticus ATCC 15305	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus saprophyticus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus schleiferi	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus simulans	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus sp AntiMn1	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus warneri SG1	bacteria>firmicutes	bacteria>firmicutes	bacteria
Staphylococcus xylosus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Streptococcus agalactiae 2603VR	bacteria>firmicutes	bacteria>firmicutes	bacteria
Streptococcus agalactiae ILRI005	bacteria>firmicutes	bacteria>firmicutes	bacteria
Streptococcus agalactiae NEM316	bacteria>firmicutes	bacteria>firmicutes	bacteria
Streptococcus agalactiae	bacteria>firmicutes	bacteria>firmicutes	bacteria
Streptococcus anginosus C238	bacteria>firmicutes	bacteria>firmicutes	bacteria
Streptococcus anginosus subsp whileyi MAS624	bacteria>firmicutes	bacteria>firmicutes	bacteria
Streptococcus anginosus	bacteria>firmicutes	bacteria>firmicutes	bacteria
Streptococcus constellatus subsp pharyngis C1050	bacteria>firmicutes	bacteria>firmicutes	bacteria
Streptococcus constellatus subsp pharyngis C232	bacteria>firmicutes	bacteria>firmicutes	bacteria
Streptococcus constellatus subsp pharyngis C818	bacteria>firmicutes	bacteria>firmicutes	bacteria
Streptococcus cristatus AS 13089	bacteria>firmicutes	bacteria>firmicutes	bacteria
Streptococcus dysgalactiae subsp equisimilis 167	bacteria>firmicutes	bacteria>firmicutes	bacteria
Streptococcus dysgalactiae subsp equisimilis AC2713	bacteria>firmicutes	bacteria>firmicutes	bacteria
Streptococcus dysgalactiae subsp equisimilis ATCC 12394	bacteria>firmicutes	bacteria>firmicutes	bacteria
Streptococcus dysgalactiae subsp equisimilis GGS_124	bacteria>firmicutes	bacteria>firmicutes	bacteria
Streptococcus dysgalactiae subsp equisimilis RE378	bacteria>firmicutes	bacteria>firmicutes	bacteria
